user_id,product_id,action,category,price,timestamp
23,163,view,Toys,143.48,2024-09-10 18:19:29.502823
15,122,view,Books,484.79,2025-01-25 17:02:15.502828
23,190,purchase,Toys,601.9,2024-09-18 09:11:20.502832
38,113,purchase,Home,200.11,2024-12-28 02:37:00.502837
5,127,view,Toys,180.07,2024-10-03 16:11:45.502841
3,182,add_to_cart,Electronics,559.31,2025-01-29 14:42:18.502845
34,171,view,Home,787.59,2024-10-11 01:53:52.502850
11,139,add_to_cart,Clothing,340.3,2024-08-22 08:16:48.502854
23,175,view,Electronics,345.74,2024-12-20 08:46:27.502858
23,146,purchase,Electronics,983.76,2025-01-11 10:41:02.502863
48,131,add_to_cart,Toys,935.93,2024-10-15 11:16:55.502867
43,164,view,Books,426.61,2024-12-07 14:57:45.502872
4,135,purchase,Home,366.74,2024-11-07 17:31:20.502876
12,200,purchase,Electronics,949.52,2024-11-10 14:51:02.502881
48,197,purchase,Toys,445.86,2024-08-28 00:02:16.502886
6,161,purchase,Electronics,424.26,2024-11-28 16:08:39.502890
38,102,add_to_cart,Clothing,551.78,2024-10-18 02:43:01.502895
43,126,purchase,Books,905.3,2025-02-07 10:44:34.502899
10,122,view,Electronics,14.73,2024-09-16 01:52:54.502903
49,131,purchase,Electronics,340.6,2025-01-26 15:13:58.502908
37,178,purchase,Electronics,680.25,2024-11-03 03:18:21.502912
39,183,purchase,Clothing,688.5,2024-11-01 14:41:54.502916
15,102,purchase,Clothing,665.59,2024-11-27 08:14:42.502921
16,101,purchase,Home,324.73,2024-11-05 22:22:15.502925
38,176,view,Home,740.44,2025-01-30 18:45:01.502929
39,195,purchase,Clothing,426.42,2024-09-20 14:49:46.502934
26,163,add_to_cart,Electronics,985.23,2024-12-29 09:35:54.502938
20,136,add_to_cart,Home,504.48,2025-02-07 23:20:00.502943
39,157,purchase,Electronics,503.56,2024-09-28 07:11:58.502947
4,134,add_to_cart,Clothing,826.56,2025-02-05 00:58:29.502952
4,150,purchase,Clothing,693.59,2024-10-18 12:08:39.502956
13,131,view,Clothing,79.54,2025-02-11 07:39:44.502960
45,144,purchase,Toys,663.71,2024-12-21 09:01:43.502965
2,115,purchase,Toys,317.7,2024-09-10 20:12:01.502969
14,179,add_to_cart,Clothing,487.89,2024-09-06 11:06:41.502974
23,194,purchase,Books,61.91,2024-10-14 22:01:20.502979
32,194,add_to_cart,Home,96.04,2025-01-31 07:29:18.502983
28,183,view,Home,526.05,2024-12-08 05:57:38.502987
39,104,add_to_cart,Toys,345.73,2024-12-27 17:45:28.502992
18,177,purchase,Home,708.44,2024-09-21 15:38:04.502996
49,136,add_to_cart,Clothing,561.28,2025-01-01 13:58:28.503001
30,180,add_to_cart,Toys,110.25,2024-09-04 14:57:34.503005
9,163,view,Home,40.95,2025-01-27 18:58:25.503009
42,180,view,Books,864.17,2024-09-06 02:39:47.503014
18,103,view,Books,167.06,2025-01-09 11:46:54.503018
33,171,purchase,Electronics,530.65,2024-12-02 15:32:01.503023
10,168,purchase,Electronics,482.72,2024-11-19 04:36:18.503027
39,101,add_to_cart,Books,257.15,2024-11-05 21:57:25.503031
32,186,purchase,Home,157.54,2024-09-21 12:06:56.503036
15,171,purchase,Toys,733.41,2025-02-03 10:57:13.503040
13,107,purchase,Books,189.0,2024-10-23 11:58:35.503044
49,123,view,Clothing,393.23,2025-01-14 05:58:47.503049
8,148,view,Clothing,195.1,2024-12-27 14:55:21.503053
34,119,view,Electronics,423.56,2025-01-21 05:08:27.503057
49,176,purchase,Electronics,847.52,2025-01-25 23:57:27.503062
18,145,purchase,Toys,159.14,2024-12-01 15:32:53.503066
41,123,add_to_cart,Clothing,64.24,2024-08-31 05:08:14.503070
5,174,view,Electronics,205.1,2024-09-07 06:49:14.503075
17,151,add_to_cart,Clothing,704.0,2024-10-31 02:00:22.503079
30,144,add_to_cart,Electronics,908.11,2024-10-10 18:50:42.503083
2,200,purchase,Electronics,403.07,2025-02-06 21:45:33.503088
32,149,purchase,Clothing,672.62,2025-02-10 14:51:02.503092
22,190,add_to_cart,Electronics,910.38,2024-12-26 21:42:58.503097
34,130,purchase,Toys,817.63,2024-11-18 01:04:32.503101
24,129,view,Clothing,33.24,2024-10-17 16:38:42.503105
18,111,purchase,Books,133.42,2024-10-12 01:54:32.503110
41,156,purchase,Electronics,259.31,2024-09-10 12:18:28.503114
35,180,purchase,Home,413.33,2024-12-07 16:20:49.503118
29,139,add_to_cart,Toys,204.46,2024-12-24 03:06:33.503123
8,118,view,Clothing,999.81,2025-01-02 02:28:26.503127
35,134,add_to_cart,Home,976.87,2024-12-24 08:59:04.503132
10,173,view,Home,102.93,2024-11-29 14:36:29.503136
6,198,purchase,Toys,695.73,2024-10-21 09:20:55.503140
45,106,purchase,Clothing,507.38,2024-10-28 09:32:04.503145
17,153,purchase,Toys,374.84,2024-09-17 00:43:46.503149
41,173,view,Toys,629.6,2024-12-19 00:40:19.503153
16,191,purchase,Home,604.42,2024-10-28 07:24:50.503158
9,113,view,Electronics,572.32,2024-10-29 23:28:23.503162
26,185,add_to_cart,Home,536.62,2024-12-02 03:36:15.503167
26,128,view,Clothing,394.16,2024-09-29 20:02:37.503171
8,176,view,Home,961.61,2025-02-14 17:10:43.503176
21,117,view,Toys,67.46,2025-01-21 17:28:59.503180
14,196,purchase,Electronics,176.9,2024-11-09 01:57:10.503185
37,117,purchase,Books,412.52,2024-09-12 23:32:32.503189
41,132,purchase,Clothing,171.78,2024-09-01 10:58:43.503193
39,133,view,Clothing,297.54,2024-11-13 20:06:03.503198
38,133,purchase,Clothing,658.84,2025-01-24 22:50:55.503202
8,187,view,Books,376.75,2024-12-04 20:36:50.503206
33,192,view,Books,576.27,2025-01-10 23:34:45.503211
36,135,add_to_cart,Books,387.74,2024-09-07 22:28:40.503215
13,139,view,Books,209.05,2025-01-25 17:26:44.503220
22,110,view,Clothing,725.68,2024-12-03 02:41:52.503224
32,116,purchase,Toys,747.17,2024-11-09 06:30:31.503228
32,151,view,Home,463.47,2024-12-13 12:29:18.503233
27,107,purchase,Home,103.01,2025-01-01 23:19:57.503237
5,118,add_to_cart,Electronics,590.69,2025-01-19 22:36:16.503241
37,143,add_to_cart,Clothing,308.54,2024-09-22 00:06:54.503246
12,125,purchase,Home,788.97,2024-09-22 11:41:23.503250
7,137,add_to_cart,Electronics,108.58,2025-01-20 14:56:02.503255
7,116,view,Books,933.75,2024-08-29 22:05:46.503259
19,181,view,Electronics,788.63,2024-09-06 07:50:22.503264
33,119,purchase,Clothing,104.0,2024-09-09 16:02:31.503268
27,124,purchase,Books,522.28,2024-12-14 02:00:21.503272
5,172,add_to_cart,Electronics,603.75,2024-12-10 13:01:32.503277
39,118,view,Books,321.75,2025-02-08 03:08:30.503281
19,185,add_to_cart,Clothing,317.44,2024-12-06 03:44:19.503286
21,106,add_to_cart,Toys,407.16,2024-12-22 13:17:33.503290
16,169,add_to_cart,Electronics,97.16,2024-08-23 05:35:18.503294
16,174,view,Home,244.28,2024-12-22 22:42:53.503299
47,181,add_to_cart,Electronics,828.48,2024-09-11 04:11:59.503303
27,105,purchase,Books,782.85,2024-09-06 23:25:39.503307
33,136,add_to_cart,Books,833.08,2025-01-19 15:25:57.503312
10,164,purchase,Electronics,209.49,2024-11-27 04:18:56.503316
26,197,add_to_cart,Toys,705.84,2025-02-05 17:14:50.503321
47,170,view,Clothing,897.41,2024-10-09 02:42:20.503325
50,104,purchase,Home,173.7,2024-12-20 03:32:03.503329
19,141,add_to_cart,Clothing,673.77,2025-02-13 16:45:28.503334
44,159,add_to_cart,Home,599.12,2024-11-25 13:35:49.503338
12,122,purchase,Home,277.74,2024-09-30 12:38:25.503342
48,198,purchase,Home,275.97,2024-08-27 04:57:05.503347
29,198,view,Clothing,547.18,2025-01-22 14:20:20.503351
10,125,view,Clothing,848.31,2024-10-28 14:44:18.503356
1,125,purchase,Electronics,991.33,2024-10-21 14:49:16.503360
46,166,purchase,Home,447.32,2025-01-19 17:04:20.503364
47,163,add_to_cart,Clothing,863.47,2024-09-08 22:41:58.503369
7,178,add_to_cart,Toys,911.48,2024-12-08 16:01:46.503373
45,179,view,Electronics,892.57,2025-01-02 14:44:33.503377
46,104,purchase,Toys,103.32,2024-09-20 18:48:10.503382
34,109,view,Clothing,868.2,2025-01-10 07:51:36.503386
16,188,purchase,Electronics,403.17,2024-10-11 22:30:34.503390
24,199,view,Clothing,137.32,2024-10-21 09:38:15.503395
20,162,purchase,Books,322.83,2024-10-17 18:47:25.503399
30,112,add_to_cart,Clothing,988.82,2024-09-08 21:01:38.503404
21,166,view,Books,171.23,2024-09-26 14:10:06.503408
30,167,purchase,Books,578.86,2025-01-15 16:00:15.503412
25,137,add_to_cart,Toys,488.01,2024-10-11 03:01:56.503417
15,101,view,Electronics,476.03,2025-01-15 14:04:50.503421
19,147,view,Books,634.74,2025-01-10 18:31:40.503425
26,156,purchase,Books,173.26,2024-10-06 19:28:48.503430
36,179,purchase,Electronics,797.06,2025-01-26 01:27:47.503434
14,104,purchase,Clothing,480.62,2024-10-14 18:54:47.503439
37,133,purchase,Clothing,342.37,2024-12-23 20:38:35.503443
18,143,add_to_cart,Home,875.83,2024-11-09 20:24:14.503448
1,163,purchase,Toys,676.83,2024-08-25 10:18:42.503452
17,144,add_to_cart,Clothing,965.7,2024-10-27 22:35:07.503456
29,111,purchase,Toys,977.76,2025-02-07 10:00:33.503461
46,193,add_to_cart,Electronics,417.45,2024-10-30 21:05:32.503465
22,167,view,Home,623.64,2025-01-16 01:10:08.503470
49,194,add_to_cart,Clothing,22.37,2025-02-05 23:11:33.503474
29,199,purchase,Home,192.05,2024-09-08 15:34:56.503478
27,173,add_to_cart,Toys,988.6,2025-01-09 21:25:24.503483
34,102,add_to_cart,Clothing,77.57,2024-10-13 18:34:07.503487
16,178,add_to_cart,Electronics,734.23,2024-09-25 06:04:29.503492
28,128,purchase,Clothing,873.6,2024-08-25 11:07:44.503496
6,169,add_to_cart,Electronics,469.77,2024-12-05 03:22:31.503500
30,170,add_to_cart,Electronics,588.74,2024-10-29 07:40:46.503505
25,165,view,Clothing,731.56,2024-12-16 12:22:13.503509
35,186,add_to_cart,Clothing,163.8,2025-01-05 17:50:42.503514
18,169,purchase,Electronics,117.61,2025-01-08 21:11:30.503518
14,107,view,Toys,415.3,2024-11-25 15:40:30.503523
23,118,purchase,Home,119.8,2024-08-23 13:42:19.503527
15,103,view,Electronics,310.79,2024-08-20 15:27:19.503531
10,126,purchase,Electronics,442.04,2024-11-25 10:59:16.503536
12,184,purchase,Books,877.83,2024-11-24 13:52:21.503540
21,112,view,Clothing,604.46,2024-10-19 22:32:38.503545
20,133,view,Clothing,505.46,2025-01-03 19:31:39.503577
49,186,view,Home,571.85,2024-10-20 05:45:03.503585
30,127,add_to_cart,Toys,862.54,2025-01-13 01:19:58.503590
9,189,add_to_cart,Toys,272.25,2024-09-14 17:38:14.503594
38,133,view,Toys,704.44,2024-09-01 14:54:30.503598
42,163,purchase,Books,737.74,2024-11-28 10:44:07.503603
16,136,purchase,Home,144.68,2024-10-29 08:24:22.503607
3,184,add_to_cart,Electronics,733.95,2024-10-06 18:14:04.503611
10,141,add_to_cart,Electronics,762.22,2024-10-04 14:27:48.503616
50,106,view,Clothing,840.6,2025-01-07 10:22:44.503620
7,124,purchase,Clothing,683.74,2025-01-11 07:43:04.503625
11,125,view,Clothing,259.99,2024-08-26 08:50:33.503629
6,192,add_to_cart,Books,831.11,2024-12-28 08:09:32.503634
37,198,view,Toys,334.64,2024-09-02 05:50:51.503638
8,179,view,Toys,767.15,2024-08-22 08:37:01.503642
48,167,purchase,Toys,71.78,2024-11-15 15:16:21.503647
6,106,purchase,Toys,778.19,2024-12-30 04:24:59.503651
10,105,view,Clothing,338.09,2025-01-05 07:13:08.503655
40,166,view,Toys,881.43,2024-10-06 12:28:51.503660
42,116,purchase,Toys,496.44,2024-12-11 03:49:19.503664
12,128,purchase,Home,170.32,2025-01-08 03:31:36.503669
41,121,add_to_cart,Toys,898.81,2025-01-18 16:08:52.503673
40,182,view,Books,246.59,2024-11-30 02:26:00.503677
27,183,add_to_cart,Clothing,980.87,2024-10-15 16:07:53.503682
41,116,add_to_cart,Books,151.97,2025-01-11 06:39:37.503686
19,178,add_to_cart,Toys,484.11,2025-01-06 06:39:08.503691
19,110,view,Home,727.77,2024-12-28 19:57:13.503695
12,125,view,Toys,238.59,2025-01-27 08:14:43.503700
42,151,add_to_cart,Electronics,427.06,2024-09-10 21:04:51.503704
27,156,purchase,Clothing,817.89,2024-09-27 08:12:03.503736
3,167,view,Clothing,698.32,2025-01-01 20:21:00.503743
41,133,view,Books,406.46,2024-10-23 21:05:44.503748
50,127,purchase,Home,37.98,2024-08-25 03:53:51.503752
29,105,view,Books,940.82,2024-12-01 07:41:28.503757
49,185,view,Books,649.6,2024-11-03 17:58:22.503761
28,110,add_to_cart,Toys,499.35,2024-12-28 20:37:09.503766
22,149,purchase,Clothing,999.12,2025-02-01 22:01:47.503770
2,152,add_to_cart,Electronics,320.51,2025-01-11 00:17:08.503774
37,128,purchase,Clothing,282.14,2024-12-23 23:18:34.503779
20,181,purchase,Electronics,196.82,2024-09-16 00:12:09.503783
41,120,purchase,Electronics,156.43,2024-11-22 20:08:13.503788
23,144,add_to_cart,Home,347.24,2024-11-02 09:56:49.503792
9,155,add_to_cart,Toys,590.97,2025-01-03 15:38:43.503796
12,155,add_to_cart,Home,198.76,2024-09-16 06:50:27.503801
21,164,purchase,Books,603.89,2024-12-06 21:07:32.503805
36,139,view,Home,994.75,2024-12-26 13:15:01.503810
28,186,purchase,Electronics,504.97,2024-11-08 12:34:16.503814
24,184,purchase,Electronics,465.09,2024-11-19 04:07:23.503818
43,181,purchase,Clothing,66.77,2024-11-06 19:07:55.503823
20,111,add_to_cart,Books,674.63,2024-12-24 06:31:04.503828
30,116,view,Toys,162.83,2024-09-27 22:28:06.503832
1,125,view,Clothing,659.95,2024-10-10 09:50:39.503836
4,180,add_to_cart,Clothing,206.61,2025-01-04 08:43:34.503841
17,120,view,Electronics,882.22,2024-09-08 00:49:42.503845
46,141,purchase,Books,819.07,2024-10-04 13:51:09.503850
20,156,purchase,Books,561.87,2024-10-24 15:11:31.503854
45,169,add_to_cart,Home,767.65,2024-10-31 12:27:48.503858
22,188,purchase,Clothing,907.26,2024-10-18 05:32:44.503863
2,131,view,Home,107.12,2025-01-10 01:26:11.503867
41,103,purchase,Toys,894.28,2025-01-20 05:56:16.503871
46,182,add_to_cart,Electronics,570.83,2024-12-01 06:47:09.503876
26,179,add_to_cart,Books,564.02,2024-09-19 01:36:21.503880
26,130,add_to_cart,Home,804.87,2024-10-31 16:37:25.503885
33,127,add_to_cart,Electronics,847.69,2024-09-22 03:30:48.503889
1,135,add_to_cart,Books,227.43,2024-08-28 01:03:57.503893
17,179,add_to_cart,Clothing,18.16,2024-11-27 04:38:55.503898
13,177,view,Clothing,928.61,2024-08-30 06:37:21.503902
17,198,view,Home,39.27,2024-12-03 22:56:37.503907
32,176,add_to_cart,Electronics,67.34,2024-11-28 15:55:21.503911
38,116,purchase,Books,192.88,2024-09-26 11:52:45.503915
35,115,add_to_cart,Home,248.58,2025-02-05 16:48:03.503920
27,178,add_to_cart,Electronics,211.32,2024-12-05 19:16:48.503924
12,196,add_to_cart,Electronics,720.76,2024-09-20 14:35:02.503928
22,131,purchase,Electronics,209.16,2024-11-21 08:45:20.503933
3,135,view,Home,52.86,2025-01-07 16:58:24.503937
28,113,view,Electronics,442.86,2024-09-05 06:55:57.503941
5,199,view,Home,825.58,2024-09-26 08:45:36.503946
36,132,add_to_cart,Books,846.55,2024-10-27 04:45:51.503950
28,185,add_to_cart,Electronics,396.56,2024-10-24 00:38:11.503955
35,171,purchase,Clothing,599.77,2025-02-08 04:40:11.503959
19,192,add_to_cart,Home,120.5,2024-11-30 03:22:19.503963
31,175,purchase,Books,787.97,2024-08-24 12:39:35.503968
13,181,purchase,Toys,144.06,2024-10-13 08:10:58.503972
38,107,view,Home,667.23,2025-01-30 03:43:09.503976
27,107,purchase,Toys,898.12,2024-08-24 12:01:42.503981
27,170,purchase,Home,526.76,2024-09-30 09:44:33.503985
14,113,view,Books,753.75,2024-09-09 14:50:36.503989
8,181,purchase,Electronics,636.01,2024-11-07 05:06:05.503994
42,156,purchase,Toys,353.99,2024-11-05 02:00:14.503998
47,102,purchase,Home,527.55,2025-01-01 00:32:26.504002
28,126,purchase,Toys,264.18,2024-08-21 12:57:09.504007
29,155,view,Books,52.27,2024-09-20 07:08:44.504011
44,114,add_to_cart,Electronics,364.02,2024-09-04 22:29:23.504016
4,185,view,Electronics,752.7,2025-01-19 20:23:20.504020
41,112,view,Toys,506.72,2025-01-06 04:05:30.504025
49,142,add_to_cart,Books,692.39,2025-01-27 23:37:25.504029
43,166,view,Home,414.7,2024-09-26 00:59:53.504034
21,121,add_to_cart,Books,500.43,2025-01-13 03:35:55.504038
17,108,add_to_cart,Home,29.99,2025-01-15 10:24:05.504042
2,143,view,Home,252.47,2024-11-12 00:52:15.504047
50,113,purchase,Toys,342.66,2024-11-14 06:39:38.504051
44,184,purchase,Home,801.65,2025-01-27 01:38:30.504056
34,142,view,Home,934.78,2024-12-10 04:00:18.504060
44,131,add_to_cart,Home,310.33,2024-09-12 14:14:50.504064
25,179,view,Home,61.48,2024-11-03 20:13:59.504069
23,107,purchase,Home,123.5,2024-11-07 13:48:10.504073
48,116,view,Clothing,986.84,2024-12-31 19:47:43.504077
48,200,add_to_cart,Electronics,508.25,2024-12-25 03:45:10.504103
3,111,purchase,Toys,151.71,2024-12-28 13:55:17.504108
39,111,purchase,Books,878.32,2024-09-28 02:34:26.504113
27,146,view,Electronics,587.73,2024-10-03 05:17:37.504117
6,135,purchase,Clothing,227.91,2024-11-07 15:16:07.504122
40,113,view,Electronics,184.05,2024-12-13 15:04:08.504126
39,101,view,Clothing,624.12,2024-09-09 18:45:36.504131
36,153,purchase,Toys,290.84,2024-08-22 14:01:18.504135
9,195,purchase,Books,515.68,2025-02-01 23:52:39.504174
45,151,view,Books,655.01,2024-11-21 20:07:38.504182
7,199,view,Home,792.08,2024-11-22 01:47:56.504187
14,138,view,Home,805.06,2024-11-30 04:39:01.504192
7,136,purchase,Clothing,501.51,2024-10-30 07:12:06.504197
20,180,purchase,Electronics,558.41,2024-08-26 07:12:21.504201
26,200,view,Home,156.11,2024-12-20 10:06:49.504206
50,101,purchase,Toys,633.14,2024-08-27 19:02:20.504210
6,174,view,Toys,132.85,2025-01-13 10:09:26.504215
10,125,purchase,Clothing,961.09,2024-09-30 15:01:33.504219
11,135,purchase,Electronics,732.03,2024-10-07 16:16:03.504224
26,197,view,Clothing,499.63,2024-12-30 07:06:11.504228
36,167,view,Electronics,957.15,2024-12-16 13:45:23.504232
15,182,purchase,Electronics,251.89,2025-01-04 20:17:38.504237
25,117,purchase,Clothing,224.72,2025-01-17 22:27:41.504241
37,175,add_to_cart,Books,689.89,2024-10-08 15:30:52.504246
28,141,view,Home,695.72,2024-11-18 21:34:33.504250
21,187,purchase,Books,943.05,2025-01-16 23:54:35.504255
24,101,view,Toys,781.74,2025-01-15 07:15:55.504259
17,149,add_to_cart,Books,291.12,2024-12-10 09:01:21.504263
38,127,view,Clothing,579.07,2024-10-02 11:28:46.504268
30,156,view,Electronics,822.74,2024-09-07 22:33:46.504272
37,146,purchase,Toys,875.11,2024-10-07 16:55:49.504277
30,113,add_to_cart,Electronics,839.8,2024-10-07 03:44:43.504281
27,115,view,Toys,687.78,2024-11-27 08:29:50.504285
3,173,view,Home,136.93,2024-10-13 22:48:50.504290
31,156,view,Electronics,677.91,2024-08-28 06:30:47.504295
39,142,purchase,Home,492.14,2024-08-26 12:23:13.504299
20,118,add_to_cart,Home,113.13,2024-11-03 01:09:44.504304
20,149,purchase,Home,174.27,2024-10-22 23:47:05.504308
12,132,add_to_cart,Books,447.54,2024-11-17 17:53:19.504313
45,134,view,Toys,189.34,2025-01-24 02:12:30.504317
18,197,view,Toys,123.41,2024-12-18 07:55:54.504322
43,120,add_to_cart,Home,849.95,2025-02-08 15:02:49.504326
8,200,purchase,Electronics,429.59,2024-09-02 19:39:43.504331
5,123,view,Clothing,213.89,2024-09-18 11:35:48.504335
13,199,view,Toys,941.74,2024-11-02 07:38:57.504339
20,105,add_to_cart,Home,137.98,2024-10-19 00:21:01.504344
47,178,add_to_cart,Electronics,130.47,2024-10-26 13:05:52.504348
9,133,purchase,Home,517.86,2024-10-04 14:00:02.504353
19,177,purchase,Books,974.38,2025-02-13 05:04:00.504357
47,185,add_to_cart,Home,505.13,2024-12-13 22:58:34.504361
21,117,view,Electronics,384.97,2024-12-11 17:05:02.504366
30,141,view,Clothing,658.19,2024-11-04 03:48:54.504370
37,175,add_to_cart,Books,533.88,2024-10-21 03:11:00.504375
26,159,view,Clothing,147.37,2024-11-15 16:03:42.504379
45,189,purchase,Home,295.96,2024-09-05 22:43:05.504384
29,197,view,Books,729.22,2024-09-09 17:55:00.504388
14,150,add_to_cart,Clothing,11.98,2025-01-11 07:52:35.504392
16,167,add_to_cart,Clothing,534.48,2024-12-14 16:22:37.504397
44,186,purchase,Clothing,299.18,2025-01-23 21:55:38.504401
20,185,add_to_cart,Home,814.76,2025-01-22 19:24:23.504406
48,138,add_to_cart,Toys,119.94,2024-12-04 09:33:12.504410
10,153,add_to_cart,Electronics,763.4,2024-12-15 09:03:23.504415
28,194,view,Toys,89.82,2024-10-20 19:59:53.504419
8,194,view,Clothing,173.68,2024-12-07 02:27:25.504424
13,137,add_to_cart,Books,961.22,2024-12-24 05:23:16.504428
